transaction_type,transaction_amount,timestamp,source_account,destination_account,transaction_mode,balance_before,currency,transaction_frequency,average_transaction_value,device_type,region,balance_after,fraud_flag
DEBIT,3974.63,1/1/2023 16:22,Merchant,Business,Mobile,672.1,KES,40,1324.92,Mobile,Australia,0,0
CASH_OUT,3538.36,1/1/2023 16:23,Personal,Merchant,ATM,1492.47,EUR,42,235.12,Mobile,India,0,0
PAYMENT,260.63,1/1/2023 16:24,Merchant,Personal,Bank Transfer,7194.66,KES,17,671.76,Tablet,Australia,6934.03,0
PAYMENT,373.78,1/1/2023 16:25,Business,Merchant,Online,4429.09,EUR,7,1985.99,Tablet,Australia,4055.31,0
CREDIT,2020.34,1/1/2023 16:26,Merchant,Personal,Bank Transfer,4095.13,USD,17,1372.93,Tablet,India,2074.79,0
DEBIT,1483.5,1/1/2023 16:27,Merchant,Business,POS,1455.97,KES,24,1473.65,Tablet,Germany,0,0
PAYMENT,1169.6,1/1/2023 16:28,Personal,Business,ATM,5117.02,EUR,2,465.19,Mobile,India,3947.42,0
CASH_OUT,1412.21,1/1/2023 16:29,Business,Merchant,ATM,1352.8,INR,35,203.63,PC,UK,0,0
CASH_OUT,4019.38,1/1/2023 16:30,Personal,Merchant,POS,4818.54,INR,28,589.96,Mobile,UK,799.16,0
PAYMENT,4646.85,1/1/2023 16:31,Business,Personal,Online,7659.79,EUR,19,535.35,Mobile,Australia,3012.94,0
DEBIT,2031.46,1/1/2023 16:32,Personal,Personal,POS,2656.82,KES,33,507.36,Mobile,UK,625.36,0
CASH_OUT,4531.49,1/1/2023 16:33,Merchant,Merchant,Online,4859.78,KES,21,425.87,Mobile,USA,328.29,0
CREDIT,1614.26,1/1/2023 16:34,Personal,Merchant,Mobile,9920.96,USD,10,1170.77,Tablet,Kenya,8306.7,0
CASH_OUT,2387.42,1/1/2023 16:35,Business,Business,ATM,6897.84,USD,46,689.8,PC,Germany,4510.42,0
TRANSFER,1137.88,1/1/2023 16:36,Business,Business,Online,8429.43,GBP,45,1649.67,Mobile,USA,7291.55,0
TRANSFER,3205.98,1/1/2023 16:37,Merchant,Business,Bank Transfer,4206.99,USD,9,408.7,Mobile,Kenya,1001.01,0
DEBIT,4895.12,1/1/2023 16:38,Business,Merchant,Bank Transfer,7701.82,KES,38,956.02,PC,Germany,2806.7,0
PAYMENT,3021.43,1/1/2023 16:39,Personal,Merchant,ATM,501.04,GBP,6,76.63,Tablet,Australia,0,0
DEBIT,1795.49,1/1/2023 16:40,Merchant,Merchant,POS,1316.82,USD,42,989.28,Mobile,Germany,0,0
DEBIT,3242.61,1/1/2023 16:41,Business,Business,POS,2110.4,EUR,35,158.88,Tablet,Germany,0,0
DEBIT,623.37,1/1/2023 16:42,Business,Merchant,Online,4079.32,INR,18,1956.56,Mobile,UK,3455.95,1
DEBIT,4444.41,1/1/2023 16:43,Personal,Personal,POS,8472.87,USD,19,1591.65,Mobile,UK,4028.46,0
CREDIT,2520.39,1/1/2023 16:44,Personal,Merchant,ATM,3528.03,USD,5,1005.72,PC,UK,1007.64,0
CREDIT,2252.26,1/1/2023 16:45,Merchant,Merchant,Online,6580.75,EUR,25,218.85,PC,Germany,4328.49,0
CASH_OUT,2933.47,1/1/2023 16:46,Business,Merchant,Mobile,7122.21,KES,11,1205.27,Tablet,Canada,4188.74,0
TRANSFER,3127.67,1/1/2023 16:47,Personal,Merchant,POS,5903.21,EUR,10,1529.59,Mobile,Germany,2775.54,0
DEBIT,368.16,1/1/2023 16:48,Merchant,Merchant,POS,3636.7,USD,17,421.9,Tablet,UK,3268.54,0
CASH_OUT,3416.26,1/1/2023 16:49,Business,Personal,Online,5812.83,KES,36,1158.01,PC,Germany,2396.57,0
TRANSFER,1217.24,1/1/2023 16:50,Business,Personal,Bank Transfer,3488.43,GBP,26,1637.71,PC,UK,2271.19,1
PAYMENT,3572.62,1/1/2023 16:51,Merchant,Merchant,POS,930.35,USD,31,1548.08,PC,UK,0,0
CREDIT,4114.45,1/1/2023 16:52,Merchant,Business,ATM,9928.76,EUR,32,1615.83,PC,UK,5814.31,0
TRANSFER,4021.75,1/1/2023 16:53,Personal,Merchant,POS,1359.11,GBP,21,1764.68,PC,Australia,0,0
PAYMENT,2766.98,1/1/2023 16:54,Business,Merchant,Mobile,816.25,INR,18,1878.48,Tablet,Australia,0,0
TRANSFER,2605.65,1/1/2023 16:55,Business,Merchant,POS,8797.45,GBP,18,840.77,Tablet,Canada,6191.8,0
CREDIT,722.95,1/1/2023 16:56,Business,Business,Bank Transfer,3088.16,EUR,1,1159.1,PC,Kenya,2365.21,0
CREDIT,3878.98,1/1/2023 16:57,Merchant,Business,POS,6537.94,GBP,14,1591.79,Mobile,Germany,2658.96,0
CASH_OUT,1364.33,1/1/2023 16:58,Personal,Business,Online,3357.16,EUR,8,1409.42,Mobile,USA,1992.83,0
DEBIT,2488.51,1/1/2023 16:59,Business,Personal,POS,3975.4,USD,2,1991.26,Mobile,UK,1486.89,0
TRANSFER,1428.53,1/1/2023 17:00,Merchant,Business,Bank Transfer,2694.92,KES,15,76.67,Mobile,Canada,1266.39,0
TRANSFER,677.8,1/1/2023 17:01,Business,Personal,Online,3496.14,INR,34,742.51,Mobile,USA,2818.34,1
PAYMENT,3151.49,1/1/2023 17:02,Personal,Personal,ATM,4165.93,KES,36,598,PC,Australia,1014.44,0
CREDIT,281.12,1/1/2023 17:03,Business,Business,Online,7232.12,KES,1,561.52,Tablet,Kenya,6951,0
TRANSFER,3745.74,1/1/2023 17:04,Personal,Business,Mobile,5164.21,KES,21,483.93,PC,Germany,1418.47,0
CREDIT,1594.76,1/1/2023 17:05,Personal,Business,Online,9441.3,EUR,42,1432.79,Mobile,Australia,7846.54,0
TRANSFER,10.67,1/1/2023 17:06,Business,Personal,ATM,514.62,EUR,1,215.28,Mobile,Canada,503.95,0
CASH_OUT,2560.53,1/1/2023 17:07,Business,Merchant,POS,5080.38,INR,32,1496.14,Tablet,UK,2519.85,0
DEBIT,243.79,1/1/2023 17:08,Personal,Business,Online,5883.83,EUR,20,1402.18,PC,UK,5640.04,0
TRANSFER,1388.09,1/1/2023 17:09,Merchant,Business,Online,9209.95,EUR,47,539.07,Tablet,UK,7821.86,0
CREDIT,3537.81,1/1/2023 17:10,Personal,Business,Online,586.67,EUR,36,543.03,Mobile,Canada,0,0
CASH_OUT,322.82,1/1/2023 17:11,Business,Personal,Online,5777.65,EUR,39,1276.28,Mobile,Australia,5454.83,1
TRANSFER,4198.3,1/1/2023 17:12,Business,Personal,ATM,8550.94,USD,30,1536.23,Tablet,USA,4352.64,0
PAYMENT,29.06,1/1/2023 17:13,Merchant,Merchant,Bank Transfer,2495.08,INR,7,1759.15,Mobile,Kenya,2466.02,0
DEBIT,1241.65,1/1/2023 17:14,Personal,Business,Bank Transfer,8775.29,EUR,22,1711.67,PC,Germany,7533.64,0
TRANSFER,3707.11,1/1/2023 17:15,Personal,Personal,Online,288.53,INR,45,1931.52,Mobile,Kenya,0,0
CASH_OUT,1588.19,1/1/2023 17:16,Personal,Merchant,ATM,7351.3,GBP,10,1183.7,Mobile,Australia,5763.11,0
PAYMENT,518.44,1/1/2023 17:17,Business,Business,ATM,9337.82,USD,8,1821.88,PC,UK,8819.38,0
CASH_OUT,1807.57,1/1/2023 17:18,Personal,Personal,Online,6606.26,EUR,27,1626.6,Mobile,Kenya,4798.69,0
CASH_OUT,1359.26,1/1/2023 17:19,Merchant,Business,Mobile,4446.39,USD,10,1794.6,Tablet,USA,3087.13,0
PAYMENT,4215.13,1/1/2023 17:20,Business,Business,Online,544.32,USD,14,72.67,Tablet,India,0,0
CASH_OUT,1573.61,1/1/2023 17:21,Business,Personal,Mobile,9209.13,GBP,46,1933.51,Mobile,Australia,7635.52,0
PAYMENT,3946.77,1/1/2023 17:22,Personal,Personal,Online,4755.93,INR,11,973.38,PC,India,809.16,0
TRANSFER,4460.44,1/1/2023 17:23,Merchant,Personal,Mobile,387.07,USD,6,1606.46,PC,Germany,0,0
PAYMENT,2174.75,1/1/2023 17:24,Business,Business,Mobile,6929.23,KES,21,298.05,Tablet,Germany,4754.48,0
PAYMENT,4550.62,1/1/2023 17:25,Business,Business,Online,4870.19,GBP,33,822.09,Mobile,Kenya,319.57,0
DEBIT,1892.82,1/1/2023 17:26,Personal,Merchant,Mobile,1331.02,KES,19,579.35,PC,Germany,0,0
PAYMENT,4820.75,1/1/2023 17:27,Personal,Business,POS,2221.29,GBP,39,618.73,PC,Australia,0,0
PAYMENT,455.55,1/1/2023 17:28,Merchant,Personal,Bank Transfer,738.46,KES,24,290.35,Tablet,Canada,282.91,0
TRANSFER,3438.23,1/1/2023 17:29,Personal,Business,ATM,5785.51,KES,18,1621.24,Tablet,USA,2347.28,0
DEBIT,2474.13,1/1/2023 17:30,Merchant,Merchant,Mobile,6258.09,USD,35,68.02,PC,UK,3783.96,1
CREDIT,1944.37,1/1/2023 17:31,Business,Merchant,Mobile,5106.85,USD,43,659.39,Tablet,UK,3162.48,0
TRANSFER,3167.23,1/1/2023 17:32,Merchant,Personal,ATM,8189.31,GBP,37,390.1,PC,Kenya,5022.08,0
TRANSFER,3522.25,1/1/2023 17:33,Merchant,Personal,Mobile,8623.99,INR,19,1198.63,Mobile,UK,5101.74,0
CREDIT,31.77,1/1/2023 17:34,Merchant,Merchant,ATM,6194.68,USD,24,545.79,Tablet,Kenya,6162.91,0
PAYMENT,843.1,1/1/2023 17:35,Business,Merchant,Online,226.29,USD,34,555.05,Tablet,Germany,0,0
CASH_OUT,3568.1,1/1/2023 17:36,Personal,Merchant,POS,6982.77,EUR,22,1002.26,Mobile,Germany,3414.67,0
DEBIT,3335.26,1/1/2023 17:37,Business,Personal,POS,4238.19,USD,4,1322.74,PC,Canada,902.93,0
CASH_OUT,4830.58,1/1/2023 17:38,Personal,Merchant,Bank Transfer,5699.02,INR,10,286.54,PC,Canada,868.44,0
CREDIT,3807.58,1/1/2023 17:39,Merchant,Merchant,Mobile,6525.9,EUR,2,392.25,Tablet,USA,2718.32,0
TRANSFER,4754.36,1/1/2023 17:40,Merchant,Personal,Bank Transfer,3567.34,KES,8,531.99,PC,UK,0,0
TRANSFER,3515.68,1/1/2023 17:41,Merchant,Business,Online,9179.28,KES,33,1948.81,PC,Australia,5663.6,0
DEBIT,1497.28,1/1/2023 17:42,Merchant,Business,POS,1426.35,EUR,38,824.45,Mobile,Canada,0,0
TRANSFER,535.77,1/1/2023 17:43,Merchant,Merchant,Online,6747.97,EUR,43,1218.03,Mobile,USA,6212.2,0
TRANSFER,3911.3,1/1/2023 17:44,Personal,Business,Online,143.16,EUR,28,521.01,Mobile,India,0,0
DEBIT,3224.3,1/1/2023 17:45,Personal,Business,Mobile,9254.05,GBP,10,1006.4,Tablet,Canada,6029.75,0
DEBIT,250.45,1/1/2023 17:46,Merchant,Business,Online,1213.79,INR,45,194.53,Mobile,USA,963.34,0
CREDIT,1806.65,1/1/2023 17:47,Business,Business,POS,1039.35,INR,1,117.75,Mobile,Kenya,0,0
TRANSFER,4784.43,1/1/2023 17:48,Business,Merchant,Bank Transfer,3396.78,KES,34,964.03,PC,Kenya,0,0
TRANSFER,2507,1/1/2023 17:49,Merchant,Business,POS,3798.31,KES,3,827.39,Mobile,USA,1291.31,0
CREDIT,2169.32,1/1/2023 17:50,Personal,Business,Mobile,2221.57,KES,9,316.92,Tablet,Germany,52.25,0
PAYMENT,2293.92,1/1/2023 17:51,Business,Personal,POS,5892.7,USD,5,1390.82,Mobile,India,3598.78,0
PAYMENT,1052.32,1/1/2023 17:52,Business,Merchant,ATM,4484.85,KES,42,1986.16,Tablet,USA,3432.53,0
PAYMENT,1849.85,1/1/2023 17:53,Business,Personal,Bank Transfer,438.34,EUR,10,821.51,PC,Canada,0,0
CREDIT,1855.37,1/1/2023 17:54,Merchant,Personal,ATM,3264.56,KES,12,1267.89,PC,Germany,1409.19,0
TRANSFER,271.25,1/1/2023 17:55,Business,Merchant,ATM,8123.29,EUR,18,1927.8,Mobile,USA,7852.04,0
CREDIT,3840.16,1/1/2023 17:56,Business,Business,Mobile,6928.05,GBP,21,1671.49,PC,UK,3087.89,0
CREDIT,2088.36,1/1/2023 17:57,Business,Personal,Online,7276.22,USD,21,953.93,Mobile,Canada,5187.86,0
PAYMENT,4112.68,1/1/2023 17:58,Business,Merchant,ATM,7011.36,USD,1,1488.1,PC,Canada,2898.68,0
CASH_OUT,4253.24,1/1/2023 17:59,Personal,Business,POS,3178.63,INR,3,299.86,Tablet,Kenya,0,0
TRANSFER,1067.85,1/1/2023 18:00,Merchant,Merchant,Online,1086.67,GBP,5,1048.6,PC,UK,18.82,0
PAYMENT,3290.19,1/1/2023 18:01,Merchant,Personal,POS,2797.43,EUR,25,594.17,Mobile,UK,0,0
CASH_OUT,2366.69,1/1/2023 18:02,Personal,Business,POS,8334.67,GBP,49,364.27,Mobile,Canada,5967.98,0
CASH_OUT,4401.98,1/1/2023 18:03,Personal,Business,Online,9806.66,USD,8,881.25,Mobile,India,5404.68,0
DEBIT,1086.55,1/1/2023 18:04,Merchant,Merchant,Online,4989.09,EUR,17,305.48,Tablet,Australia,3902.54,0
TRANSFER,3392.29,1/1/2023 18:05,Business,Business,POS,196.03,GBP,9,1413.02,PC,Germany,0,0
CASH_OUT,3042.68,1/1/2023 18:06,Business,Personal,Mobile,1486.44,USD,32,939.67,Mobile,Kenya,0,0
PAYMENT,1483.55,1/1/2023 18:07,Merchant,Personal,Bank Transfer,3288.6,EUR,6,1085.73,Tablet,UK,1805.05,0
DEBIT,691.64,1/1/2023 18:08,Business,Personal,Bank Transfer,5827.99,EUR,49,335.43,Tablet,Kenya,5136.35,0
TRANSFER,3261.68,1/1/2023 18:09,Personal,Merchant,Mobile,843.43,USD,40,322.55,Tablet,Canada,0,0
CREDIT,3695.6,1/1/2023 18:10,Business,Business,Online,9439.24,EUR,21,1187.66,PC,Germany,5743.64,0
PAYMENT,1584.98,1/1/2023 18:11,Business,Business,POS,3714.33,USD,7,1970.77,PC,USA,2129.35,0
CASH_OUT,3227.71,1/1/2023 18:12,Business,Business,Bank Transfer,9134.58,KES,7,237.69,PC,UK,5906.87,0
CASH_OUT,1981.7,1/1/2023 18:13,Merchant,Personal,POS,7827.17,KES,47,607.18,Tablet,Germany,5845.47,0
PAYMENT,3568.9,1/1/2023 18:14,Personal,Business,Mobile,7578.83,EUR,39,1745.45,PC,Australia,4009.93,0
CASH_OUT,1004.08,1/1/2023 18:15,Business,Personal,POS,6106.52,EUR,27,190.93,Mobile,Kenya,5102.44,0
DEBIT,4452.17,1/1/2023 18:16,Merchant,Business,Mobile,6305.16,USD,8,1757.98,Tablet,Canada,1852.99,0
TRANSFER,1444.17,1/1/2023 18:17,Business,Personal,Online,6416.23,EUR,9,1072.36,PC,Germany,4972.06,0
DEBIT,1845.25,1/1/2023 18:18,Personal,Business,Mobile,6324.34,INR,28,846.12,Tablet,USA,4479.09,0
CASH_OUT,299.88,1/1/2023 18:19,Business,Merchant,Mobile,5581.91,KES,15,653.88,Tablet,Germany,5282.03,0
CREDIT,566.45,1/1/2023 18:20,Personal,Merchant,Bank Transfer,9865.5,EUR,2,629.38,PC,Canada,9299.05,0
TRANSFER,2584.15,1/1/2023 18:21,Business,Personal,POS,7349.68,EUR,7,646.32,Tablet,Kenya,4765.53,0
TRANSFER,1345.29,1/1/2023 18:22,Personal,Personal,Bank Transfer,7791.77,GBP,47,1775.37,PC,UK,6446.48,0
PAYMENT,4179.05,1/1/2023 18:23,Business,Business,ATM,8737.38,EUR,18,1461.4,PC,Australia,4558.33,0
PAYMENT,83.32,1/1/2023 18:24,Personal,Business,Mobile,2234.83,INR,22,1355.96,PC,Australia,2151.51,0
CREDIT,1901.68,1/1/2023 18:25,Business,Merchant,ATM,929.66,KES,10,1607.56,Tablet,UK,0,1
TRANSFER,1693.35,1/1/2023 18:26,Business,Business,Bank Transfer,4880.65,GBP,33,551.37,Tablet,India,3187.3,0
CREDIT,106.44,1/1/2023 18:27,Merchant,Personal,POS,5189.4,USD,7,1255.18,PC,Kenya,5082.96,1
PAYMENT,630.6,1/1/2023 18:28,Merchant,Personal,Bank Transfer,8308.9,USD,3,947.13,Tablet,Australia,7678.3,0
PAYMENT,2074.08,1/1/2023 18:29,Personal,Personal,POS,4493.46,KES,14,1575.76,PC,India,2419.38,0
TRANSFER,2469.39,1/1/2023 18:30,Business,Personal,POS,5751.44,USD,44,653.05,Mobile,India,3282.05,0
DEBIT,2027.41,1/1/2023 18:31,Personal,Personal,Online,5318,INR,46,1304.2,Tablet,Canada,3290.59,0
CASH_OUT,2659.38,1/1/2023 18:32,Merchant,Merchant,Mobile,478.21,EUR,36,1770.31,Tablet,Canada,0,0
PAYMENT,2979.71,1/1/2023 18:33,Personal,Merchant,Bank Transfer,6190.63,KES,13,834.19,Mobile,Canada,3210.92,0
PAYMENT,59.52,1/1/2023 18:34,Personal,Personal,POS,8297.63,GBP,16,179.91,Mobile,USA,8238.11,0
DEBIT,2325.83,1/1/2023 18:35,Merchant,Business,Bank Transfer,1659.26,EUR,16,1056.3,Mobile,Kenya,0,0
DEBIT,4817.86,1/1/2023 18:36,Business,Personal,Bank Transfer,5983.88,USD,5,724.65,PC,UK,1166.02,0
CREDIT,2599.97,1/1/2023 18:37,Personal,Merchant,POS,5976.74,USD,25,1360.84,PC,Kenya,3376.77,0
CREDIT,3390.94,1/1/2023 18:38,Merchant,Personal,ATM,1725.43,GBP,38,1904.51,Mobile,Canada,0,0
CASH_OUT,1566.2,1/1/2023 18:39,Business,Merchant,Mobile,1322.29,INR,38,996.94,PC,USA,0,0
CASH_OUT,3872.22,1/1/2023 18:40,Merchant,Merchant,Mobile,9802.51,GBP,38,959.07,Tablet,Kenya,5930.29,0
TRANSFER,3866.88,1/1/2023 18:41,Personal,Personal,Online,3997.82,KES,39,1326.44,Mobile,Kenya,130.94,0
CREDIT,2611.27,1/1/2023 18:42,Business,Personal,Online,2351.48,GBP,48,251.82,Tablet,India,0,0
PAYMENT,4880.31,1/1/2023 18:43,Business,Business,Online,1796.11,USD,41,544.34,PC,Kenya,0,0
CREDIT,636.5,1/1/2023 18:44,Merchant,Merchant,Mobile,6709.26,INR,26,1842.01,Mobile,India,6072.76,0
PAYMENT,94.57,1/1/2023 18:45,Merchant,Business,ATM,6133.51,INR,13,1356.39,PC,India,6038.94,0
DEBIT,3853.09,1/1/2023 18:46,Merchant,Personal,Mobile,6471.17,GBP,44,76.22,Tablet,Germany,2618.08,0
CREDIT,4037.71,1/1/2023 18:47,Business,Merchant,Mobile,971.26,KES,26,449.02,PC,Canada,0,0
DEBIT,609.83,1/1/2023 18:48,Business,Business,Mobile,8945.99,USD,1,1381.53,Tablet,Australia,8336.16,0
CASH_OUT,1335.26,1/1/2023 18:49,Personal,Business,Mobile,3953.74,EUR,8,1540.58,PC,USA,2618.48,0
CASH_OUT,97.59,1/1/2023 18:50,Business,Business,ATM,3202.36,INR,4,1687.73,Tablet,India,3104.77,0
TRANSFER,1473.61,1/1/2023 18:51,Personal,Personal,Online,4677.38,GBP,21,619.74,PC,Kenya,3203.77,0
CREDIT,3867.98,1/1/2023 18:52,Merchant,Personal,Bank Transfer,3961.65,KES,22,1865.51,Mobile,India,93.67,0
DEBIT,2594.62,1/1/2023 18:53,Merchant,Personal,Online,8649.41,KES,37,1128.25,Mobile,India,6054.79,0
PAYMENT,1747,1/1/2023 18:54,Business,Merchant,Online,9299.68,USD,49,1408.25,PC,India,7552.68,0
CASH_OUT,1864.98,1/1/2023 18:55,Merchant,Personal,Bank Transfer,3104.19,INR,3,1213.64,Tablet,UK,1239.21,0
CASH_OUT,16.75,1/1/2023 18:56,Merchant,Merchant,Mobile,8652.96,USD,19,289.34,PC,Australia,8636.21,0
PAYMENT,1506,1/1/2023 18:57,Business,Business,ATM,7837.08,EUR,1,1928.07,Mobile,Australia,6331.08,0
DEBIT,3235.83,1/1/2023 18:58,Personal,Business,ATM,9315,EUR,29,289.61,Tablet,UK,6079.17,0
DEBIT,4871.23,1/1/2023 18:59,Business,Personal,Online,2532.93,EUR,23,547.02,PC,UK,0,0
CREDIT,4236.83,1/1/2023 19:00,Personal,Business,Bank Transfer,5811.9,KES,33,1636.57,PC,UK,1575.07,0
CREDIT,127.74,1/1/2023 19:01,Business,Personal,POS,2817.99,INR,41,1256.26,Tablet,Australia,2690.25,0
TRANSFER,4493.82,1/1/2023 19:02,Business,Merchant,Mobile,8258.54,USD,23,1684.39,PC,Germany,3764.72,0
CASH_OUT,3918.16,1/1/2023 19:03,Merchant,Business,Online,152.71,USD,5,1055.69,Mobile,India,0,0
CREDIT,3904.08,1/1/2023 19:04,Business,Personal,ATM,5691.71,EUR,7,785.14,Mobile,Germany,1787.63,0
DEBIT,2295.4,1/1/2023 19:05,Business,Business,Bank Transfer,3458.11,INR,6,1847.6,Tablet,Kenya,1162.71,0
PAYMENT,1996.05,1/1/2023 19:06,Personal,Business,Bank Transfer,3294.57,INR,49,120.69,PC,Australia,1298.52,0
DEBIT,1521.55,1/1/2023 19:07,Merchant,Personal,Online,6484.57,GBP,22,1719.45,PC,Canada,4963.02,0
CASH_OUT,337.82,1/1/2023 19:08,Personal,Business,POS,8529.7,INR,49,500.09,Mobile,Australia,8191.88,0
DEBIT,1148.89,1/1/2023 19:09,Personal,Business,ATM,6131.03,INR,13,1705.04,Tablet,USA,4982.14,0
TRANSFER,1240.55,1/1/2023 19:10,Merchant,Business,Online,8546.41,USD,12,321.43,Tablet,Germany,7305.86,0
CASH_OUT,2425.54,1/1/2023 19:11,Merchant,Business,POS,2719.51,INR,4,1181.43,Tablet,UK,293.97,0
PAYMENT,3739.75,1/1/2023 19:12,Merchant,Merchant,Bank Transfer,5243.07,INR,8,1781.81,Mobile,UK,1503.32,0
TRANSFER,2374.31,1/1/2023 19:13,Business,Business,Mobile,4560.31,USD,37,973.4,Mobile,Kenya,2186,0
CASH_OUT,298.64,1/1/2023 19:14,Merchant,Business,ATM,215.28,INR,31,1505.81,Tablet,India,0,0
PAYMENT,4789.37,1/1/2023 19:15,Merchant,Personal,ATM,5612.44,USD,37,1619.11,Tablet,USA,823.07,0
TRANSFER,4714.19,1/1/2023 19:16,Merchant,Merchant,POS,6649.09,GBP,45,1486.16,PC,Germany,1934.9,0
TRANSFER,3928.1,1/1/2023 19:17,Personal,Personal,Online,5959.95,KES,26,1854.39,PC,India,2031.85,0
CASH_OUT,4956.73,1/1/2023 19:18,Personal,Personal,Bank Transfer,7389.17,USD,43,921.33,Tablet,India,2432.44,0
CREDIT,2726.97,1/1/2023 19:19,Business,Personal,POS,5756.26,USD,8,387.59,Mobile,Canada,3029.29,0
TRANSFER,4814.21,1/1/2023 19:20,Personal,Merchant,Mobile,760.83,INR,40,143.23,Mobile,Canada,0,0
TRANSFER,387.27,1/1/2023 19:21,Business,Personal,Mobile,1252.81,USD,33,530.6,PC,Germany,865.54,0
PAYMENT,1834.75,1/1/2023 19:22,Personal,Personal,Mobile,6005.1,EUR,45,329.24,Tablet,Germany,4170.35,0
DEBIT,1134.65,1/1/2023 19:23,Merchant,Personal,POS,2822.29,EUR,29,1138,Mobile,Germany,1687.64,0
CASH_OUT,987.21,1/1/2023 19:24,Personal,Business,Bank Transfer,888.49,GBP,5,410.64,Mobile,Germany,0,0
CASH_OUT,712.61,1/1/2023 19:25,Business,Personal,ATM,4353.07,USD,28,125.92,Mobile,UK,3640.46,0
CREDIT,3115.84,1/1/2023 19:26,Personal,Merchant,Online,5587.79,INR,40,120.18,Mobile,Australia,2471.95,0
CREDIT,3908.8,1/1/2023 19:27,Merchant,Merchant,ATM,3354.59,INR,17,1671.56,PC,Australia,0,0
CASH_OUT,2895.71,1/1/2023 19:28,Business,Business,Bank Transfer,7232.29,KES,23,1203.33,Mobile,India,4336.58,0
CREDIT,743.34,1/1/2023 19:29,Merchant,Merchant,ATM,6473.33,GBP,45,748.27,Mobile,Australia,5729.99,0
PAYMENT,4057.51,1/1/2023 19:30,Merchant,Merchant,POS,3394.9,INR,9,1793.74,Tablet,India,0,0
CASH_OUT,3183.41,1/1/2023 19:31,Business,Business,Mobile,7573.24,KES,2,186.88,Tablet,UK,4389.83,0
CREDIT,1946.95,1/1/2023 19:32,Merchant,Personal,Bank Transfer,6522.08,INR,32,1961.63,PC,Australia,4575.13,0
CASH_OUT,3373.91,1/1/2023 19:33,Merchant,Business,Bank Transfer,6410.71,KES,49,1251.77,PC,India,3036.8,0
DEBIT,1306.93,1/1/2023 19:34,Personal,Personal,ATM,5578.93,EUR,31,407.76,PC,Germany,4272,0
TRANSFER,1732.51,1/1/2023 19:35,Merchant,Personal,POS,212.76,EUR,7,1374.18,PC,USA,0,0
CASH_OUT,4588.25,1/1/2023 19:36,Merchant,Merchant,ATM,6995.42,INR,30,1538.59,Mobile,Australia,2407.17,0
TRANSFER,1459.62,1/1/2023 19:37,Merchant,Business,ATM,3822.81,GBP,3,887.22,Tablet,Canada,2363.19,0
CREDIT,2355.24,1/1/2023 19:38,Merchant,Merchant,Bank Transfer,9431.84,USD,9,1730.18,Mobile,Canada,7076.6,0
TRANSFER,4451.8,1/1/2023 19:39,Business,Merchant,ATM,8198.05,GBP,10,343.93,Mobile,India,3746.25,0
CASH_OUT,3541.53,1/1/2023 19:40,Personal,Personal,Mobile,5918.18,GBP,46,593.73,Mobile,USA,2376.65,0
DEBIT,320.39,1/1/2023 19:41,Merchant,Merchant,ATM,2596.6,USD,47,232.31,Tablet,Canada,2276.21,0
CREDIT,745.04,1/1/2023 19:42,Merchant,Business,Mobile,2116.8,EUR,26,461.21,PC,Australia,1371.76,0
CASH_OUT,49.13,1/1/2023 19:43,Business,Merchant,Bank Transfer,3469.81,EUR,1,515.52,PC,USA,3420.68,0
CREDIT,3158.3,1/1/2023 19:44,Merchant,Merchant,POS,4818.02,USD,30,1839.38,Tablet,UK,1659.72,0
PAYMENT,2243.89,1/1/2023 19:45,Business,Personal,Mobile,3031.05,KES,38,202.31,Tablet,Kenya,787.16,0
TRANSFER,680.03,1/1/2023 19:46,Personal,Business,POS,5197.8,GBP,15,883.46,PC,India,4517.77,0
PAYMENT,4790.09,1/1/2023 19:47,Personal,Merchant,POS,1737.17,INR,25,1088.18,Mobile,UK,0,0
CASH_OUT,2653,1/1/2023 19:48,Merchant,Personal,Mobile,9779.36,EUR,6,1802.45,PC,UK,7126.36,0
DEBIT,1217.05,1/1/2023 19:49,Merchant,Merchant,Bank Transfer,1168.45,INR,18,1995.51,Tablet,USA,0,0
CREDIT,2508.01,1/1/2023 19:50,Merchant,Business,Online,9326.25,USD,1,1519.11,PC,India,6818.24,0
TRANSFER,3401.31,1/1/2023 19:51,Business,Merchant,POS,9144.42,INR,3,1943.04,PC,UK,5743.11,0
CREDIT,390.43,1/1/2023 19:52,Merchant,Merchant,POS,5301.07,INR,17,1584.85,PC,Germany,4910.64,0
CASH_OUT,1380.77,1/1/2023 19:53,Merchant,Personal,Bank Transfer,7276.61,GBP,48,1928.25,Tablet,UK,5895.84,0
CREDIT,4036.76,1/1/2023 19:54,Personal,Merchant,Bank Transfer,4416.88,USD,8,1429.18,Tablet,Germany,380.12,0
TRANSFER,2303.73,1/1/2023 19:55,Merchant,Personal,ATM,6337.34,INR,49,205.54,PC,Kenya,4033.61,0
CASH_OUT,2737.42,1/1/2023 19:56,Personal,Business,Bank Transfer,3471.7,EUR,40,833.74,PC,Germany,734.28,0
CREDIT,2169.75,1/1/2023 19:57,Merchant,Merchant,POS,3081.47,USD,17,1310.86,Mobile,Germany,911.72,0
DEBIT,229.06,1/1/2023 19:58,Personal,Business,Mobile,5824.47,EUR,25,733.9,Mobile,USA,5595.41,0
